Data Set,Tapajos National Forest - km 83 - March 2000  Tree Survey,,,,,,,,,,,,
Site,Flona Tapajos National Forest (TNF) Km 83 tower site - Santarem - Para - Brazil,,,,,,,,,,,,
File name ,CD04_TNF_KM83_Tree_Survey_2000.csv,,,,,,,,,,,,
File date ,2010-1-18,,,,,,,,,,,,
LBA Team ID,  CD-04,,,,,,,,,,,,
,,,,,,,,,,,,,
Tree survey in 18 ha plot east of the eddy covariance tower in March 2000,,,,,,,,,,,,,
,,,,,,,,,,,,,
Column,Heading,Units/format,Description,,,,,,,,,,
Abiu vermelho,Pouteria sp.,Sapotaceae,C5,223,39.5,19.90815658,583.1039019,,,,,,
Muirapiranga,Eperua schomburgkiana Benth.,Caesalpinioideae,C5,224,60.9,29.63757034,2028.905442,,,,,,
Tachi preto folha miuda,Tachigalia sp.,Caesalpinioideae,C5,225,39,19.68083383,562.2831498,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,C5,226,48.7,24.0908952,1062.989438,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,C5,227,97,46.05027298,7901.302279,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,D5,228,58.9,28.72827933,1841.597715,,,,,,
Tatapiririca,Tapirira guianensis Aubl.,Anacardiaceae,D5,229,35.9,18.27143277,444.1385681,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,E5,230,57.8,28.22816928,1743.671227,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,E5,231,39.5,19.90815658,583.1039019,,,,,,
Muirarema,Conceveiba guianensis,Euphorbiaceae,E5,232,45.5,22.6360296,874.2369244,,,,,,
Louro,Ocotea sp.,Lauraceae,E5,233,59,28.77374388,1850.677491,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,F5,234,83.3,39.82162959,5056.086868,,,,,,
Coracao de negro,Chamaecrista negrensis H.S Irwin & Barneby,Caesalpinioideae,F5,235,36.6,18.58968462,469.208423,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,F5,236,96.5,45.82295023,7782.294996,,,,,,
Parapara,Jacaranda copaia (Aubl.) D.Don,Bignoniaceae,F5,237,69.8,33.68391531,3016.750978,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,G5,238,51.1,25.18204441,1221.103997,,,,,,
Abiu,Micropholis sp.,Sapotaceae,H5,239,47.2,23.40892695,971.4522942,,,,,,
Muiratinga folha grauda ,Omedia perebea,Moraceae,I5,240,40.4,20.31733753,621.8628956,,,,,,
Fava mapoxiqui ,Ptecelobuim jucumba,Mimosoideae,I5,241,50.7,25.00018621,1193.732686,,,,,,
Abiurana vermelha,Pouteria guianensis Aubl.,Sapotaceae,I5,242,71.5,34.45681266,3235.949127,,,,,,
Cocao,Dialium sp.,Caesalpinioideae,J5,243,41.2,20.68105393,657.7229743,,,,,,
Abiu guajara,Pouteria sp.,Sapotaceae,J5,244,55,26.95516187,1510.189889,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,J5,245,85,40.59452695,5364.164506,,,,,,
Pente de macaco,Apeiba echinata Gaertn.,Tiliaceae,J5,246,76.5,36.73004018,3941.605409,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,K5,247,57.3,28.00084653,1700.330605,,,,,,
Abiurana vermelha,Pouteria guianensis Aubl.,Sapotaceae,K5,248,56.2,27.50073647,1607.519802,,,,,,
Cocao,Dialium sp.,Caesalpinioideae,K5,249,37.1,18.81700737,487.6804788,,,,,,
Muiratinga folha grauda ,Omedia perebea,Moraceae,L5,250,52.7,25.90947721,1334.76864,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,L5,251,85,40.59452695,5364.164506,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,L5,252,41.1,20.63558938,653.1671035,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,L6,253,46.9,23.2725333,953.7988736,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,L6,254,97,46.05027298,7901.302279,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,L6,255,38.4,19.40804653,537.9588695,,,,,,
Paraputaca ,Swartzia guianensis ,Papilionoideae,K6,256,39.8,20.04455023,595.8393063,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,K6,257,36.5,18.54422007,465.5708057,,,,,,
Itauba abacate,Mezilaurus lindaviana Schw. & Mez,Lauraceae,K6,258,49.4,24.40914706,1107.603146,,,,,,
Louro vermelho,Ocotea rubra Mez,Lauraceae,K6,259,99.3,47.09595763,8464.370953,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,K6,260,51,25.13657986,1214.222402,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,K6,261,66.9,32.36544335,2666.059122,,,,,,
urucurana,Sloanea excelsa ,Elaecorpaceae,K6,262,41.2,20.68105393,657.7229743,,,,,,
Pitaica,Swartzia polyphylla A.DC.,Papilionoideae,K6,263,144.4,67.6004698,25525.70032,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,J6,264,62.4,30.31953859,2177.422918,,,,,,
Parapara,Jacaranda copaia (Aubl.) D.Don,Bignoniaceae,J6,265,74.7,35.91167827,3676.859454,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,J6,266,76,36.50271742,3866.832583,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,J6,267,45,22.40870684,846.9308845,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,J6,268,39.9,20.09001478,600.1252255,,,,,,
Cocao,Dialium sp.,Caesalpinioideae,I6,269,38.9,19.63536928,558.1792994,,,,,,
Acariquarana,Rinoria guianensis Aubl.,Violaceae,I6,270,37.7,19.08979467,510.4781064,,,,,,
Fava mapoxiqui ,Ptecelobuim jucumba,Mimosoideae,I6,271,46.1,22.9088169,907.7703105,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,I6,272,90.5,43.09507721,6446.109676,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,H6,273,45.2,22.49963594,857.7840898,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,H6,274,59,28.77374388,1850.677491,,,,,,
Copaiba,Copaifera multijuga Hayne,Caesalpinioideae,H6,275,108.6,51.32416081,11013.62488,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,H6,276,82.9,39.63977139,4985.354007,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,G6,277,43.4,21.68127404,763.3782791,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,G6,278,53.1,26.09133541,1364.245228,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,G6,279,44.8,22.31777774,836.1695059,,,,,,
Pau de remo,Chimarrhis turbinata DC.,Rubiaceae,F6,280,41.9,20.99930579,690.2077754,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,F6,281,98,46.50491848,8142.942765,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,F6,282,46.9,23.2725333,953.7988736,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,F6,283,68.3,33.00194705,2831.755559,,,,,,
Abiu rosadinha,Michopholis venulosa Pierre,Sapotaceae,F6,284,43.9,21.90859679,788.8692115,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,E6,285,71.5,34.45681266,3235.949127,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,E6,286,97.5,46.27759573,8021.516175,,,,,,
Louro imanui,Ocotea sp.,Lauraceae,D6,287,44.3,22.09045499,809.6652442,,,,,,
Envira cana,Xylopia nitida Dun.,Annonaceae,D6,288,53.7,26.36412272,1409.268088,,,,,,
Cupiuba,Goupia glabra Aubl.,Celastraceae,C6,289,89.5,42.64043171,6239.481634,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,C6,290,42.9,21.45395129,738.4417865,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,C6,291,67.5,32.63823065,2736.257275,,,,,,
Joao mole,Neea floribunda Poepp & Endl,Nyctaginaceae,C6,292,51.5,25.36390261,1248.890133,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,C6,293,60.6,29.50117668,2000.036024,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,C6,294,45.5,22.6360296,874.2369244,,,,,,
Tatajuba,Bagassa guianensis Aubl.,Moraceae,A6,295,87.8,41.86753436,5898.427141,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,A6,296,54.1,26.54598092,1439.826524,,,,,,
Carapanauba,Aspidosperma nitidum Benth.,Apocynaceae,A7,297,145.5,68.10057986,26104.93133,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,A7,298,144.6,67.6913989,25630.37126,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,A7,299,35.7,18.18050367,437.1432121,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,A7,300,53,26.04587086,1356.835852,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,B7,301,35.9,18.27143277,444.1385681,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,B7,302,49.2,24.31821795,1094.731608,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,B7,303,50.3,24.81832801,1166.773083,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,B7,304,46.1,22.9088169,907.7703105,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,B7,305,75,36.04807192,3720.13431,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,B7,306,36.8,18.68061372,476.5403054,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,C7,307,41.1,20.63558938,653.1671035,,,,,,
Abiu vermelho,Pouteria sp.,Sapotaceae,C7,308,36.2,18.40782642,454.7706649,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,C7,309,38.9,19.63536928,558.1792994,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,D7,310,42.5,21.27209309,718.8876992,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,E7,311,77.9,37.36654388,4156.081247,,,,,,
Louro vermelho,Ocotea rubra Mez,Lauraceae,E7,312,96.3,45.73202113,7735.028573,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,E7,313,81.5,39.00326769,4742.985451,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,E7,314,81.6,39.04873224,4760.031212,,,,,,
Amapai ,Brosimum lactascens (S.Moore) C.C Berg,Moraceae,E7,315,46.8,23.22706875,947.9622285,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,F7,316,60,29.22838938,1943.120752,,,,,,
Fava bolota,Parkia pendula (Willd.) Benth. Ex Walp.,Mimosoideae,F7,317,99.2,47.05049308,8439.350769,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,F7,318,37.3,18.90793647,495.2027292,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,G7,319,39.7,19.99908568,591.5738118,,,,,,
Tachi preto,Tachigalia paniculata Aubl.,Caesalpinioideae,G7,320,63.5,30.81964864,2290.820539,,,,,,
Abiurana vermelha,Pouteria guianensis Aubl.,Sapotaceae,G7,321,56.3,27.54620102,1615.814128,,,,,,
Tatapiririca,Tapirira guianensis Aubl.,Anacardiaceae,H7,322,39.1,19.72629838,566.4070352,,,,,,
Abiu guajara,Pouteria sp.,Sapotaceae,H7,323,42.8,21.40848674,733.5204852,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,I7,324,36.1,18.36236187,451.208026,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,I7,325,66.2,32.0471915,2585.690131,,,,,,
Muirarema,Conceveiba guianensis,Euphorbiaceae,I7,326,44.4,22.13591954,814.9206701,,,,,,
Anani,Symphonia globulifera Lf.,Guttiferae,I7,327,39.8,20.04455023,595.8393063,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,I7,328,90.8,43.23147086,6508.975362,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,I7,329,103.1,48.82361054,9452.175779,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,I7,330,48.1,23.8181079,1025.715314,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,J7,331,44.8,22.31777774,836.1695059,,,,,,
Breu vermelho,Protium tenuifolium Engl.,Burseraceae,J7,332,39.7,19.99908568,591.5738118,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,J7,333,53.9,26.45505182,1424.492727,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,J7,334,45.2,22.49963594,857.7840898,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,K7,335,36.5,18.54422007,465.5708057,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,K7,336,57.7,28.18270473,1734.944921,,,,,,
Abiu branco,Micropholis guianensis ,Sapotaceae,K7,337,73.5,35.36610367,3507.114108,,,,,,
Coracao de negro,Chamaecrista negrensis H.S Irwin & Barneby,Caesalpinioideae,L7,338,42,21.04477034,694.9338606,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,L7,339,54.3,26.63691002,1455.269869,,,,,,
Araca da mata,Eugenia sp.,Myrtaceae,L7,340,48.5,23.9999661,1050.466217,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,L7,341,65.8,31.8653333,2540.498152,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,L7,342,37.1,18.81700737,487.6804788,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,L7,343,59.8,29.13746028,1924.391585,,,,,,
Inga vermelho,Inga alba (Sw.)Willd.,Mimosoideae,L7,344,70.5,34.00216716,3105.769402,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,K8,345,63.2,30.68325499,2259.51309,,,,,,
Jarana ,Lecythis lurida (Miers) Mori,Lecythidaceae,K8,346,90.7,43.18600631,6487.97495,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,K8,347,127.5,59.91696081,17672.44309,,,,,,
Seringueira,Hevea brasiliensis Muell. Arg.,Euphorbiaceae,J8,348,64.3,31.18336504,2375.716994,,,,,,
Parapara,Jacaranda copaia (Aubl.) D.Don,Bignoniaceae,J8,349,46.5,23.0906751,930.5950964,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,J8,350,40.6,20.40826663,630.7026405,,,,,,
Fava bolacha,Vataireopsis speciosa Ducke,Papilionoideae,I8,351,98.7,46.82317033,8314.988898,,,,,,
Melancieira,Alexa grandiflora Ducke,Papilionoideae,I8,352,102,48.32350049,9158.742285,,,,,,
Ucuubarana,Iryanthera sagotiana (Benth.)Warb.,Myristicaceae,I8,353,57.9,28.27363383,1752.426721,,,,,,
Anani,Symphonia globulifera Lf.,Guttiferae,I8,354,43.5,21.72673859,768.4319156,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,H8,355,36.2,18.40782642,454.7706649,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,H8,356,94.7,45.00458832,7363.765538,,,,,,
Itauba abacate,Mezilaurus lindaviana Schw. & Mez,Lauraceae,H8,357,38.4,19.40804653,537.9588695,,,,,,
Envira preta,Guatteria poeppigiana Mart.,Annonaceae,G8,358,48.9,24.1818243,1075.611691,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,G8,359,41.7,20.90837669,680.819898,,,,,,
Tachi branco,Tachigalia alba Ducke,Caesalpinioideae,G8,360,62.4,30.31953859,2177.422918,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,G8,361,39.6,19.95362113,587.3286932,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,F8,362,86.7,41.3674243,5684.503195,,,,,,
Abiu branco,Micropholis guianensis ,Sapotaceae,F8,363,49.1,24.2727534,1088.333366,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,F8,364,95.4,45.32284017,7524.696283,,,,,,
Itauba abacate,Mezilaurus lindaviana Schw. & Mez,Lauraceae,F8,365,63.1,30.63779044,2249.140972,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,F8,366,61.5,29.91035764,2087.474412,,,,,,
Fava folha fina,Pseudopiptadenia psilostachya Benth.,Mimosoideae,E8,367,52.2,25.68215446,1298.523411,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,E8,368,40,20.13547933,604.4316181,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,D8,369,65.9,31.91079785,2551.746402,,,,,,
Envira preta,Guatteria poeppigiana Mart.,Annonaceae,D8,370,59.1,28.81920843,1859.787039,,,,,,
Louro abacate,Ocotea sp.,Lauraceae,D8,371,42.8,21.40848674,733.5204852,,,,,,
Cocao,Dialium sp.,Caesalpinioideae,D8,372,45.4,22.59056504,868.729511,,,,,,
Cocao,Dialium sp.,Caesalpinioideae,D8,373,55.9,27.36434282,1582.807085,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,C8,374,51.2,25.22750896,1228.01152,,,,,,
Tachi branco,Tachigalia alba Ducke,Caesalpinioideae,C8,375,85.6,40.86731425,5475.812858,,,,,,
Guariuba,Clarisia racemosa Ruis & Pav.,Moraceae,C8,376,45.8,22.77242325,890.8985598,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,C8,377,36.2,18.40782642,454.7706649,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,C8,378,59.2,28.86467298,1868.926408,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae,B8,379,67.6,32.6836952,2748.075366,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,B8,380,36.1,18.36236187,451.208026,,,,,,
Castanha de arara,Joannesia hevioides Ducke,Euphorbiaceae,B8,381,81.6,39.04873224,4760.031212,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,B8,382,41.2,20.68105393,657.7229743,,,,,,
Muirarema,Conceveiba guianensis,Euphorbiaceae,A8,383,51.2,25.22750896,1228.01152,,,,,,
Quarubarana,Erisma uncinatum Warm.,Vochysiaceae,A8,384,78.6,37.68479573,4266.175175,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,A8,385,38.2,19.31711743,530.0092388,,,,,,
Pau de remorana,Chimarrhis sp.,Rubiaceae,A9,386,46.9,23.2725333,953.7988736,,,,,,
Carapanauba,Aspidosperma nitidum Benth.,Apocynaceae,A9,387,48.3,23.909037,1038.041639,,,,,,
Embaubarana,Pouruma guianensis Aubl.,Cecropiaceae,A9,388,37.6,19.04433012,506.6302808,,,,,,
Fava de rosca,Enterolobium schomburgkii (Berth.) Benth.,Mimosoideae,A9,389,42.5,21.27209309,718.8876992,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,A9,390,35.6,18.13503912,433.6732005,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,B9,391,64.2,31.13790049,2364.992217,,,,,,
Louro vermelho,Ocotea rubra Mez,Lauraceae,B9,392,97.9,46.45945393,8118.560139,,,,,,
Abiurana vermelha,Pouteria guianensis Aubl.,Sapotaceae,B9,393,36.8,18.68061372,476.5403054,,,,,,
Capitiu,Dendrobangia sp.,Icacinaceae,B9,394,55.3,27.09155552,1534.143442,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,B9,395,40.7,20.45373118,635.1537099,,,,,,
Fava timbauba,Enterolobium maximum Ducke,Mimosoideae,C9,396,148.3,69.37358726,27618.72155,,,,,,
Ucuuba terra firme,Virola melionii (Ben.)Warb.,Myristicaceae,C9,397,43.7,21.81766769,778.6059162,,,,,,
Acariquara,Minquartia guianensis Aubl.,Olacaceae,C9,398,59.9,29.18292483,1933.741063,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,D9,399,58.5,28.54642113,1805.575361,,,,,,
Andirobarana,Guarea subsessiliflora C. DC.,Meliaceae,D9,400,37.2,18.86247192,491.4320247,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,D9,401,65.5,31.72893965,2506.9517,,,,,,
Ucuuba terra firme,Virola melionii (Ben.)Warb.,Myristicaceae,D9,402,50.9,25.09111531,1207.366684,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,D9,403,58.7,28.63735023,1823.527286,,,,,,
Cocao,Dialium sp.,Caesalpinioideae,E9,404,50.7,25.00018621,1193.732686,,,,,,
Matamata preto,Eschweilera coriacea (A.DC.)Mori,Lecythidaceae,E9,405,35.1,17.90771637,416.5978589,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,E9,406,35.3,17.99864547,423.3732471,,,,,,
Louro,Ocotea sp.,Lauraceae,E9,407,67.3,32.54730155,2712.722772,,,,,,
Abiu branco,Micropholis guianensis ,Sapotaceae,E9,408,66.5,32.18358515,2619.93335,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,F9,409,52.8,25.95494176,1342.097607,,,,,,
Amapai ,Brosimum lactascens (S.Moore) C.C Berg,Moraceae,F9,410,48.5,23.9999661,1050.466217,,,,,,
Joao mole,Neea floribunda Poepp & Endl,Nyctaginaceae,F9,411,45,22.40870684,846.9308845,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,F9,412,46.3,22.999746,919.1355243,,,,,,
Tatajuba,Bagassa guianensis Aubl.,Moraceae,G9,413,65.9,31.91079785,2551.746402,,,,,,
Pente de macaco,Apeiba echinata Gaertn.,Tiliaceae,H9,415,51.2,25.22750896,1228.01152,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,H9,416,44.1,21.99952589,799.222191,,,,,,
Lacre da mata,Irynthera juruensis,Guttiferae,H9,417,40,20.13547933,604.4316181,,,,,,
Guariuba,Clarisia racemosa Ruis & Pav.,Moraceae,H9,418,47.8,23.68171425,1007.4092,,,,,,
Matamata vermelho,Eschweilera amazomica R.knkth,Lecythidaceae,H9,419,37.5,18.99886557,502.8018085,,,,,,
Mandioquera rosa,Qualea gracilior Pilger,Vochysiaceae,H9,420,72.1,34.72959996,3315.774945,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae,H9,421,48.7,24.0908952,1062.989438,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,H9,422,67.2,32.501837,2701.006263,,,,,,
Muirauba,Muiriri brevipes Hook.,Melastomataceae,H9,423,38.2,19.31711743,530.0092388,,,,,,
Matamata vermelho ,Eschweilera observa (Berg) Miers,Lecythidaceae,I9,424,39.2,19.77176293,570.5510045,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,I9,425,68.5,33.09287615,2855.972145,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,J9,426,59.5,29.00106663,1896.523927,,,,,,
Andiroba,Carapa guianensis Aubl.,Meliaceae,J9,427,53.9,26.45505182,1424.492727,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,J9,428,84.5,40.3672042,5272.291368,,,,,,
Breu manga,Tetragastris altissima ( Aubl ) Swartz,Burseraceae,K9,429,65,31.5016169,2451.699019,,,,,,
Fava mapoxiqui ,Ptecelobuim jucumba,Mimosoideae,K9,430,40.6,20.40826663,630.7026405,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae,K9,431,37.7,19.08979467,510.4781064,,,,,,
Muiratinga folha grauda ,Omedia perebea,Moraceae,K9,432,35.8,18.22596822,440.6316517,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,K9,433,44.7,22.27231319,830.8231298,,,,,,
Capitiu,Dendrobangia sp.,Icacinaceae,L9,434,42.4,21.22662854,714.0536475,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,L9,435,44.4,22.13591954,814.9206701,,,,,,
Abiurana vermelha,Pouteria guianensis Aubl.,Sapotaceae,L10,436,75,36.04807192,3720.13431,,,,,,
Gombeira,Swartzia laurifolia Benth.,Fabaceae,L10,437,65.1,31.54708145,2462.683975,,,,,,
Castanha do Para ,Bertholletia excelsa Humb. & Bonpl.,Lecythidaceae,K10,438,55.4,27.13702007,1542.183838,,,,,,
Quinarana,Geissospermum sericeum (Benth.)Hook.,Apocynaceae,K10,439,42.5,21.27209309,718.8876992,,,,,,
Aroeira,Astronium le-cointei Ducke,Anacardiaceae,K10,440,59.2,28.86467298,1868.926408,,,,,,
Freijo branco,Cordia bicolor A.DC.,Boraginaceae,K10,441,37.8,19.13525923,514.345334,,,,,,
Capitiu,Dendrobangia sp.,Icacinaceae,K10,442,50.5,24.90925711,1180.201616,,,,,,
Abiu seco,Pouteria paraensis,Sapotaceae,J10,443,39.4,19.86269203,578.8993891,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae,J10,444,52.3,25.72761901,1305.719338,,,,,,
Castanha do Para ,Bertholletia excelsa Humb. & Bonpl.,Lecythidaceae,J10,445,96.2,45.68655658,7711.467271,,,,,,
Louro ,Nectandra sp.,Lauraceae,I10,446,38.7,19.54444018,550.0315091,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,H10,447,97.5,46.27759573,8021.516175,,,,,,
Tachi vermelho,Sclerolobium chrysophyllum Poepp & Endl,Caesalpinioideae,H10,448,56.7,27.72805922,1649.276498,,,,,,
Tachi preto folha grauda ,Tachigalia myrmecophila ( Ducke ) Ducke,Caesalpinioideae,H10,449,42.2,21.13569944,704.4505675,,,,,,
Abiu cutite,Pouteria macrophylla (Lam.) Eyma,Sapotaceae,H10,450,38.2,19.31711743,530.0092388,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,H10,451,43.8,21.86313224,783.7263777,,,,,,
Joao mole,Neea floribunda Poepp & Endl,Nyctaginaceae,G10,452,42.7,21.36302219,728.6210693,,,,,,
Tauari,Couratari guianensis Aubl.,Lecythidaceae,G10,453,49.8,24.59100526,1133.647797,,,,,,
Louro amarelo,Licaria brasiliensis (Nees) Kosterm.,Lauraceae,G10,454,49.2,24.31821795,1094.731608,,,,,,
Macaranduba,Manilkara huberi (Ducke) Chev.,Sapotaceae,G10,455,125.3,58.9167407,16787.70946,,,,,,
Jutai acu,Hymenaea courbaril L.,Caesalpinioideae,G10,456,121.6,57.23455234,15367.19035,,,,,,
Abiu casca grossa,Pouteria biloculares (Winkler)Baehni,Sapotaceae,F10,457,43.8,21.86313224,783.7263777,,,,,,
Coracao de negro,Chamaecrista negrensis H.S Irwin & Barneby,Caesalpinioideae,F10,458,48.5,23.9999661,1050.466217,,,,,,
